character,Cantonese,Mandarin,Initial_Cantonese,Rhyme_Cantonese,Tone_Cantonese,Initial_Mandarin,Rhyme_Mandarin,Tone_Mandarin
杭,hong4,hang2,h,ong,4,h,ang,2
噢,o1,o1, ,o,1, ,o,1
弊,bai6,bi4,b,ai,6,b,i,4
勋,fan1,xun1,f,an,1,x,ün,1
刮,gwaat3,gua1,gw,aat,3,g,ua,1
郊,gaau1,jiao1,g,aau,1,j,iao,1
凄,cai1,qi1,c,ai,1,q,i,1
捧,pung2,peng3,p,ung,2,p,eng,3
浸,zam3,jin4,z,am,3,j,in,4
砖,zyun1,zhuan1,z,ün,1,zh,uan,1
鼎,ding2,ding3,d,ing,2,d,ing,3
篮,laam4,lan2,l,aam,4,l,an,2
蒸,zing1,zheng1,z,ing,1,zh,eng,1
饼,beng2,bing3,b,eng,2,b,ing,3
亩,mau5,mu3,m,au,5,m,u,3
肾,san5,shen4,s,an,5,sh,en,4
陡,dau2,dou3,d,au,2,d,ou,3
爪,zaau2,zhua3,z,aau,2,zh,ua,3
兔,tou3,tu4,t,ou,3,t,u,4
殷,jan1,yin1,j,an,1,y,in,1
贞,zing1,zhen1,z,ing,1,zh,en,1
荐,zin3,jian4,z,in,3,j,iän,4
哑,aa2,ya3, ,aa,2,y,a,3
炭,taan3,tan4,t,aan,3,t,an,4
坟,fan4,fen2,f,an,4,f,en,2
眨,zaap3,zha3,z,aap,3,zh,a,3
搏,bok3,bo2,b,ok,3,b,o,2
咳,kat1,ke2,k,at,1,k,e,2
拢,lung5,long3,l,ung,5,l,ong,3
舅,kau5,jiu4,k,au,5,j,iu,4
昧,mui6,mei4,m,ui,6,m,ei,4
擅,sin6,shan4,s,in,6,sh,an,4
爽,song2,shuang3,s,ong,2,sh,uang,3
咖,gaa3,ka1,g,aa,3,k,a,1
搁,gok3,ge1,g,ok,3,g,e,1
禄,luk6,lu4,l,uk,6,l,u,4
雌,ci1,ci2,c,i,1,c,i,2
哨,saau3,shao4,s,aau,3,sh,ao,4
巩,gung2,gong3,g,ung,2,g,ong,3
绢,gyun3,juan4,g,ün,3,j,üän,4
螺,lo4,luo2,l,o,4,l,uo,2
裹,gwo2,guo3,gw,o,2,g,uo,3
昔,sik1,xi1,s,ik,1,x,i,1
轩,hin1,xuan1,h,in,1,x,üän,1
谬,mau6,miu4,m,au,6,m,iu,4
谍,dip6,die2,d,ip,6,d,ie,2
龟,gwai1,gui1,gw,ai,1,g,ui,1
媳,sik1,xi2,s,ik,1,x,i,2
姜,goeng1,jiang1,g,oeng,1,j,iang,1
瞎,hat6,xia1,h,at,6,x,ia,1
冤,jyun1,yuan1,j,ün,1,y,üän,1
鸦,aa1,ya1, ,aa,1,y,a,1
蓬,fung4,peng2,f,ung,4,p,eng,2
巷,hong2,xiang4,h,ong,2,x,iang,4
琳,lam4,lin2,l,am,4,l,in,2
栽,zoi1,zai1,z,oi,1,z,ai,1
沾,zim1,zhan1,z,im,1,zh,an,1
诈,zaa3,zha4,z,aa,3,zh,a,4
斋,zaai1,zhai1,z,aai,1,zh,ai,1
瞒,mun4,man2,m,un,4,m,an,2
彪,biu1,biao1,b,iu,1,b,iao,1
厄,aak1,e4, ,aak,1, ,e,4
咨,zi1,zi1,z,i,1,z,i,1
纺,fong2,fang3,f,ong,2,f,ang,3
罐,gun3,guan4,g,un,3,g,uan,4
桶,tung2,tong3,t,ung,2,t,ong,3
壤,joeng6,rang3,j,oeng,6,r,ang,3
糕,gou1,gao1,g,ou,1,g,ao,1
颂,zung6,song4,z,ung,6,s,ong,4
膨,paang4,peng2,p,aang,4,p,eng,2
谐,haai4,xie2,h,aai,4,x,ie,2
垒,leoi5,lei3,l,eoi,5,l,ei,3
咕,gu1,gu1,g,u,1,g,u,1
隙,kwing1,xi4,kw,ing,1,x,i,4
辣,laat6,la4,l,aat,6,l,a,4
绑,bong2,bang3,b,ong,2,b,ang,3
宠,cung2,chong3,c,ung,2,ch,ong,3
嘿,hei1,hei1,h,ei,1,h,ei,1
兑,deoi6,dui4,d,eoi,6,d,ui,4
霉,mui4,mei2,m,ui,4,m,ei,2
挫,co3,cuo4,c,o,3,c,uo,4
稽,kai1,ji1,k,ai,1,j,i,1
辐,fuk1,fu2,f,uk,1,f,u,2
乞,hat1,qi3,h,at,1,q,i,3
纱,saa1,sha1,s,aa,1,sh,a,1
裙,kwan4,qun2,kw,an,4,q,ün,2
嘻,hei1,xi1,h,ei,1,x,i,1
哇,waa1,wa1,w,aa,1,w,a,1
绣,sau3,xiu4,s,au,3,x,iu,4
杖,zoeng6,zhang4,z,oeng,6,zh,ang,4
塘,tong4,tang2,t,ong,4,t,ang,2
衍,hin2,yan3,h,in,2,y,än,3
轴,zuk6,zhou2,z,uk,6,zh,ou,2
攀,paan1,pan1,p,aan,1,p,an,1
膊,bok3,bo2,b,ok,3,b,o,2
譬,pei3,pi4,p,ei,3,p,i,4
斌,ban1,bin1,b,an,1,b,in,1
祈,kei4,qi2,k,ei,4,q,i,2
踢,tek3,ti1,t,ek,3,t,i,1
肆,si3,si4,s,i,3,s,i,4
坎,ham2,kan3,h,am,2,k,an,3
轿,giu6,jiao4,g,iu,6,j,iao,4
棚,paang4,peng2,p,aang,4,p,eng,2
泣,jap1,qi4,j,ap,1,q,i,4
屡,leoi5,lv3,l,eoi,5,l,ü,3
躁,cou3,zao4,c,ou,3,z,ao,4
邱,jau1,qiu1,j,au,1,q,iu,1
凰,wong4,huang2,w,ong,4,h,uang,2
溢,jat6,yi4,j,at,6,y,i,4
椎,zeoi1,zhui1,z,eoi,1,zh,ui,1
砸,zaap3,za2,z,aap,3,z,a,2
趟,tong3,tang4,t,ong,3,t,ang,4
帘,lim4,lian2,l,im,4,l,ian,2
帆,faan4,fan1,f,aan,4,f,an,1
栖,cai1,qi1,c,ai,1,q,i,1
窜,cyun3,cuan4,c,ün,3,c,uan,4
丸,jyun2,wan2,j,ün,2,w,an,2
斩,zaam2,zhan3,z,aam,2,zh,an,3
堤,tai4,di1,t,ai,4,d,i,1
塌,taap3,ta1,t,aap,3,t,a,1
贩,faan3,fan4,f,aan,3,f,an,4
厢,soeng1,xiang1,s,oeng,1,x,iang,1
掀,hin1,xian1,h,in,1,x,iän,1
喀,kaa1,ka1,k,aa,1,k,a,1
乖,gwaai1,guai1,gw,aai,1,g,uai,1
谜,mai4,mi2,m,ai,4,m,i,2
捏,nip6,nie1,n,ip,6,n,ie,1
阎,jim4,yan2,j,im,4,y,än,2
滨,ban1,bin1,b,an,1,b,in,1
虏,lou5,lu3,l,ou,5,l,u,3
匙,si4,chi2,s,i,4,ch,i,2
芦,lou4,lu2,l,ou,4,l,u,2
苹,ping4,ping2,p,ing,4,p,ing,2
卸,se3,xie4,s,e,3,x,ie,4
沼,ziu2,zhao3,z,iu,2,zh,ao,3
钥,joek6,yao4,j,oek,6,y,ao,4
株,zyu1,zhu1,z,ü,1,zh,u,1
祷,tou2,dao3,t,ou,2,d,ao,3
剖,pau2,pou1,p,au,2,p,ou,1
熙,hei1,xi1,h,ei,1,x,i,1
哗,waa1,hua1,w,aa,1,h,ua,1
劈,pek3,pi1,p,ek,3,p,i,1
怯,hip3,qie4,h,ip,3,q,ie,4
棠,tong4,tang2,t,ong,4,t,ang,2
胳,gaak3,ge1,g,aak,3,g,e,1
桩,zong1,zhuang1,z,ong,1,zh,uang,1
瑰,gwai3,gui1,gw,ai,3,g,ui,1
娱,jyu4,yu2,j,ü,4,y,ü,2
娶,ceoi2,qu3,c,eoi,2,q,ü,3
沫,mut3,mo4,m,ut,3,m,o,4
嗓,song2,sang3,s,ong,2,s,ang,3
蹲,deon1,dun1,d,eon,1,d,un,1
焚,fan4,fen2,f,an,4,f,en,2
淘,tou4,tao2,t,ou,4,t,ao,2
嫩,nyun6,nen4,n,ün,6,n,en,4
韵,wan6,yun4,w,an,6,y,ün,4
衬,can3,chen4,c,an,3,ch,en,4
匈,hung1,xiong1,h,ung,1,x,iong,1
钧,gwan1,jun1,gw,an,1,j,ün,1
竖,syu6,shu4,s,ü,6,sh,u,4
峻,zeon3,jun4,z,eon,3,j,ün,4
豹,paau3,bao4,p,aau,3,b,ao,4
捞,lou1,lao1,l,ou,1,l,ao,1
菊,guk1,ju2,g,uk,1,j,ü,2
鄙,pei2,bi3,p,ei,2,b,i,3
魄,paak3,po4,p,aak,3,p,o,4
兜,dau1,dou1,d,au,1,d,ou,1
哄,hung6,hong1,h,ung,6,h,ong,1
颖,wing6,ying3,w,ing,6,y,ing,3
镑,bong6,bang4,b,ong,6,b,ang,4
屑,sit3,xie4,s,it,3,x,ie,4
蚁,ngai5,yi3,ng,ai,5,y,i,3
壶,wu4,hu2,w,u,4,h,u,2
怡,ji4,yi2,j,i,4,y,i,2
渗,sam3,shen4,s,am,3,sh,en,4
秃,tuk1,tu1,t,uk,1,t,u,1
迦,gaa1,jia1,g,aa,1,j,ia,1
旱,hon5,han4,h,on,5,h,an,4
哟,jo1,yo5,j,o,1,y,o,5
咸,haam4,xian2,h,aam,4,x,iän,2
焉,jin1,yan1,j,in,1,y,än,1
谴,hin2,qian3,h,in,2,q,iän,3
宛,jyun2,wan3,j,ün,2,w,an,3
稻,dou6,dao4,d,ou,6,d,ao,4
锻,dyun3,duan4,d,ün,3,d,uan,4
伽,gaa1,qie2,g,aa,1,q,ie,2
詹,zim1,zhan1,z,im,1,zh,an,1
毙,bai6,bi4,b,ai,6,b,i,4
恍,fong2,huang3,f,ong,2,h,uang,3
贬,bin2,bian3,b,in,2,b,ian,3
烛,zuk1,zhu2,z,uk,1,zh,u,2
骇,haai5,hai4,h,aai,5,h,ai,4
芯,sam1,xin1,s,am,1,x,in,1
汁,zap1,zhi1,z,ap,1,zh,i,1
桓,wun4,huan2,w,un,4,h,uan,2
坊,fong1,fang1,f,ong,1,f,ang,1
驴,leoi4,lv2,l,eoi,4,l,ü,2
朽,nau2,xiu3,n,au,2,x,iu,3
靖,zing6,jing4,z,ing,6,j,ing,4
佣,jung4,yong4,j,ung,4,y,ong,4
汝,jyu5,ru3,j,ü,5,r,u,3
碌,luk6,lu4,l,uk,6,l,u,4
迄,ngat6,qi4,ng,at,6,q,i,4
冀,kei3,ji4,k,ei,3,j,i,4
荆,ging1,jing1,g,ing,1,j,ing,1
崔,ceoi1,cui1,c,eoi,1,c,ui,1
雁,ngaan6,yan4,ng,aan,6,y,än,4
绅,san1,shen1,s,an,1,sh,en,1
珊,saan1,shan1,s,aan,1,sh,an,1
榜,bong2,bang3,b,ong,2,b,ang,3
诵,zung6,song4,z,ung,6,s,ong,4
傍,bong6,bang4,b,ong,6,b,ang,4
彦,jin6,yan4,j,in,6,y,än,4
醇,seon4,chun2,s,eon,4,ch,un,2
笛,dek6,di2,d,ek,6,d,i,2
禽,kam4,qin2,k,am,4,q,in,2
勿,mat6,wu4,m,at,6,w,u,4
娟,gyun1,juan1,g,ün,1,j,üän,1
瞄,miu4,miao2,m,iu,4,m,iao,2
幢,tong4,chuang2,t,ong,4,ch,uang,2
寇,kau3,kou4,k,au,3,k,ou,4
睹,dou2,du3,d,ou,2,d,u,3
贿,kui2,hui4,k,ui,2,h,ui,4
踩,caai2,cai3,c,aai,2,c,ai,3
霆,ting4,ting2,t,ing,4,t,ing,2
呜,wu1,wu1,w,u,1,w,u,1
拱,gung2,gong3,g,ung,2,g,ong,3
妃,fei1,fei1,f,ei,1,f,ei,1
蔑,mit6,mie4,m,it,6,m,ie,4
谕,jyu6,yu4,j,ü,6,y,ü,4
缚,bok3,fu2,b,ok,3,f,u,2
诡,gwai2,gui3,gw,ai,2,g,ui,3
篷,pung4,peng2,p,ung,4,p,eng,2
淹,jim1,yan1,j,im,1,y,än,1
腕,wun2,wan4,w,un,2,w,an,4
煮,zyu2,zhu3,z,ü,2,zh,u,3
倩,sin6,qian4,s,in,6,q,iän,4
卒,zeot1,zu2,z,eot,1,z,u,2
勘,ham3,kan1,h,am,3,k,an,1
馨,hing1,xin1,h,ing,1,x,in,1
逗,dau6,dou4,d,au,6,d,ou,4
甸,din6,dian4,d,in,6,d,ian,4
贱,zin6,jian4,z,in,6,j,iän,4
炒,caau2,chao3,c,aau,2,ch,ao,3
灿,caan3,can4,c,aan,3,c,an,4
敞,cong2,chang3,c,ong,2,ch,ang,3
蜡,laap6,la4,l,aap,6,l,a,4
囚,cau4,qiu2,c,au,4,q,iu,2
栗,leot6,li4,l,eot,6,l,i,4
辜,gu1,gu1,g,u,1,g,u,1
垫,din2,dian4,d,in,2,d,ian,4
妒,dou3,du4,d,ou,3,d,u,4
魁,fui1,kui2,f,ui,1,k,ui,2
谣,jiu4,yao2,j,iu,4,y,ao,2
寞,mok6,mo4,m,ok,6,m,o,4
蜀,suk6,shu3,s,uk,6,sh,u,3
甩,lat1,shuai3,l,at,1,sh,uai,3
涯,ngaai4,ya2,ng,aai,4,y,a,2
枕,zam3,zhen3,z,am,3,zh,en,3
丐,koi3,gai4,k,oi,3,g,ai,4
泳,wing6,yong3,w,ing,6,y,ong,3
奎,fui1,kui2,f,ui,1,k,ui,2
泌,bei3,mi4,b,ei,3,m,i,4
逾,jyu4,yu2,j,ü,4,y,ü,2
叮,deng1,ding1,d,eng,1,d,ing,1
黛,doi6,dai4,d,oi,6,d,ai,4
燥,cou3,zao4,c,ou,3,z,ao,4
掷,zaak6,zhi2,z,aak,6,zh,i,2
藉,zik6,jie4,z,ik,6,j,ie,4
枢,syu1,shu1,s,ü,1,sh,u,1
憎,zang1,zeng1,z,ang,1,z,eng,1
鲸,king4,jing1,k,ing,4,j,ing,1
弘,wang4,hong2,w,ang,4,h,ong,2
倚,ji2,yi3,j,i,2,y,i,3
侮,mou5,wu3,m,ou,5,w,u,3
藩,faan4,fan2,f,aan,4,f,an,2
拂,fat1,fu2,f,at,1,f,u,2
鹤,hok6,he4,h,ok,6,h,e,4
蚀,sik6,shi2,s,ik,6,sh,i,2
浆,zoeng1,jiang1,z,oeng,1,j,iang,1
芙,fu4,fu2,f,u,4,f,u,2
垃,laap6,la1,l,aap,6,l,a,1
烤,haau1,kao3,h,aau,1,k,ao,3
晒,saai3,shai4,s,aai,3,sh,ai,4
霜,soeng1,shuang1,s,oeng,1,sh,uang,1
剿,ziu2,jiao3,z,iu,2,j,iao,3
蕴,wan3,yun4,w,an,3,y,ün,4
圾,saap3,ji2,s,aap,3,j,i,2
绸,cau4,chou2,c,au,4,ch,ou,2
屿,zeoi6,yu3,z,eoi,6,y,ü,3
氢,hing1,qing1,h,ing,1,q,ing,1
驼,to4,tuo2,t,o,4,t,uo,2
妆,zong1,zhuang1,z,ong,1,zh,uang,1
捆,kwan2,kun3,kw,an,2,k,un,3
铅,jyun4,qian1,j,ün,4,q,iän,1
逛,kwaang3,guang4,kw,aang,3,g,uang,4
淑,suk6,shu2,s,uk,6,sh,u,2
榴,lau4,liu2,l,au,4,l,iu,2
丙,bing2,bing3,b,ing,2,b,ing,3
痒,joeng5,yang3,j,oeng,5,y,ang,3
钞,caau1,chao1,c,aau,1,ch,ao,1
蹄,tai4,ti2,t,ai,4,t,i,2
犬,hyun2,quan3,h,ün,2,q,üän,3
躬,gung1,gong1,g,ung,1,g,ong,1
昼,zau3,zhou4,z,au,3,zh,ou,4
藻,zou2,zao3,z,ou,2,z,ao,3
蛛,zyu1,zhu1,z,ü,1,zh,u,1
褐,hot3,he2,h,ot,3,h,e,2
颊,gaap3,jia2,g,aap,3,j,ia,2
奠,din6,dian4,d,in,6,d,ian,4
募,mou6,mu4,m,ou,6,m,u,4
耽,daam1,dan1,d,aam,1,d,an,1
蹈,dou6,dao3,d,ou,6,d,ao,3
陋,lau6,lou4,l,au,6,l,ou,4
侣,leoi5,lv3,l,eoi,5,l,ü,3
魅,mei6,mei4,m,ei,6,m,ei,4
岚,laam4,lan2,l,aam,4,l,an,2
侄,zat6,zhi2,z,at,6,zh,i,2
虐,joek6,nve4,j,oek,6,n,üe,4
堕,do6,duo4,d,o,6,d,uo,4
陛,bai6,bi4,b,ai,6,b,i,4
莹,jing4,ying2,j,ing,4,y,ing,2
荫,jam3,yin4,j,am,3,y,in,4
狡,gaau2,jiao3,g,aau,2,j,iao,3
阀,fat6,fa2,f,at,6,f,a,2
绞,gaau2,jiao3,g,aau,2,j,iao,3
膏,gou1,gao1,g,ou,1,g,ao,1
垮,kwaa1,kua3,kw,aa,1,k,ua,3
茎,ging3,jing1,g,ing,3,j,ing,1
缅,min5,mian3,m,in,5,m,ian,3
喇,laa3,la3,l,aa,3,l,a,3
绒,jung2,rong2,j,ung,2,r,ong,2
搅,gaau2,jiao3,g,aau,2,j,iao,3
凳,dang3,deng4,d,ang,3,d,eng,4
梭,so1,suo1,s,o,1,s,uo,1
丫,aa1,ya1, ,aa,1,y,a,1
姬,gei1,ji1,g,ei,1,j,i,1
诏,ziu3,zhao4,z,iu,3,zh,ao,4
钮,nau2,niu3,n,au,2,n,iu,3
棺,gun1,guan1,g,un,1,g,uan,1
耿,gang2,geng3,g,ang,2,g,eng,3
缔,dai3,di4,d,ai,3,d,i,4
懈,haai6,xie4,h,aai,6,x,ie,4
嫉,zat6,ji2,z,at,6,j,i,2
灶,zou3,zao4,z,ou,3,z,ao,4
匀,wan4,yun2,w,an,4,y,ün,2
嗣,zi6,si4,z,i,6,s,i,4
鸽,gap3,ge1,g,ap,3,g,e,1
澡,zou2,zao3,z,ou,2,z,ao,3
凿,zok6,zao2,z,ok,6,z,ao,2
纬,wai5,wei3,w,ai,5,w,ei,3
沸,fai3,fei4,f,ai,3,f,ei,4
畴,cau4,chou2,c,au,4,ch,ou,2
刃,jan6,ren4,j,an,6,r,en,4
遏,aat3,e4, ,aat,3, ,e,4
烁,soek3,shuo4,s,oek,3,sh,uo,4
嗅,cau3,xiu4,c,au,3,x,iu,4
叭,baa1,ba1,b,aa,1,b,a,1
熬,ngou4,ao2,ng,ou,4, ,ao,2
瞥,pit3,pie1,p,it,3,p,ie,1
骸,haai4,hai2,h,aai,4,h,ai,2
奢,ce1,she1,c,e,1,sh,e,1
拙,zyut3,zhuo2,z,üt,3,zh,uo,2
栋,dung3,dong4,d,ung,3,d,ong,4
毯,taam2,tan3,t,aam,2,t,an,3
桐,tung4,tong2,t,ung,4,t,ong,2
砂,saa1,sha1,s,aa,1,sh,a,1
莽,mong4,mang3,m,ong,4,m,ang,3
泻,se3,xie4,s,e,3,x,ie,4
坪,ping4,ping2,p,ing,4,p,ing,2
梳,so1,shu1,s,o,1,sh,u,1
杉,saam1,shan1,s,aam,1,sh,an,1
晤,ng6,wu4, ,_ng,6,w,u,4
稚,zi6,zhi4,z,i,6,zh,i,4
蔬,so1,shu1,s,o,1,sh,u,1
蝇,jing4,ying2,j,ing,4,y,ing,2
捣,dou2,dao3,d,ou,2,d,ao,3
顷,king2,qing3,k,ing,2,q,ing,3
尴,gaam3,gan1,g,aam,3,g,an,1
镖,biu1,biao1,b,iu,1,b,iao,1
诧,caa3,cha4,c,aa,3,ch,a,4
尬,gaai3,ga4,g,aai,3,g,a,4
硫,lau4,liu2,l,au,4,l,iu,2
嚼,zoek3,jiao2,z,oek,3,j,iao,2
羡,sin6,xian4,s,in,6,x,iän,4
沦,leon4,lun2,l,eon,4,l,un,2
沪,wu6,hu4,w,u,6,h,u,4
旷,kwong3,kuang4,kw,ong,3,k,uang,4
彬,ban1,bin1,b,an,1,b,in,1
芽,ngaa4,ya2,ng,aa,4,y,a,2
狸,lei4,li2,l,ei,4,l,i,2
冥,ming4,ming2,m,ing,4,m,ing,2
碳,taan3,tan4,t,aan,3,t,an,4
咧,le2,lie3,l,e,2,l,ie,3
惕,tik1,ti4,t,ik,1,t,i,4
暑,syu2,shu3,s,ü,2,sh,u,3
咯,lo1,ge1,l,o,1,g,e,1
萝,lo4,luo2,l,o,4,l,uo,2
汹,hung1,xiong1,h,ung,1,x,iong,1
腥,seng1,xing1,s,eng,1,x,ing,1
窥,kwai1,kui1,kw,ai,1,k,ui,1
俺,aan2,an3, ,aan,2, ,an,3
潭,taam4,tan2,t,aam,4,t,an,2
崎,kei1,qi2,k,ei,1,q,i,2
麟,leon4,lin2,l,eon,4,l,in,2
捡,gim2,jian3,g,im,2,j,iän,3
拯,cing2,zheng3,c,ing,2,zh,eng,3
厥,kyut3,jue2,k,üt,3,j,üe,2
澄,cing4,cheng2,c,ing,4,ch,eng,2
萎,wai2,wei1,w,ai,2,w,ei,1
哉,zoi1,zai1,z,oi,1,z,ai,1
涡,wo1,wo1,w,o,1,w,o,1
滔,tou1,tao1,t,ou,1,t,ao,1
暇,haa6,xia2,h,aa,6,x,ia,2
溯,sou3,su4,s,ou,3,s,u,4
鳞,leon4,lin2,l,eon,4,l,in,2
酿,joeng6,niang4,j,oeng,6,n,iang,4
茵,jan1,yin1,j,an,1,y,in,1
愕,ngok6,e4,ng,ok,6, ,e,4
暮,mou6,mu4,m,ou,6,m,u,4
衙,ngaa4,ya2,ng,aa,4,y,a,2
诫,gaai3,jie4,g,aai,3,j,ie,4
斧,fu2,fu3,f,u,2,f,u,3
兮,hai4,xi1,h,ai,4,x,i,1
焕,wun6,huan4,w,un,6,h,uan,4
棕,zung1,zong1,z,ung,1,z,ong,1
佑,jau6,you4,j,au,6,y,ou,4
嘶,sai1,si1,s,ai,1,s,i,1
妓,gei6,ji4,g,ei,6,j,i,4
喧,hyun1,xuan1,h,ün,1,x,üän,1
蓉,jung4,rong2,j,ung,4,r,ong,2
删,saan1,shan1,s,aan,1,sh,an,1
樱,jing1,ying1,j,ing,1,y,ing,1
伺,zi6,si4,z,i,6,s,i,4
嗡,jung1,weng1,j,ung,1,w,eng,1
娥,ngo4,e2,ng,o,4, ,e,2
梢,saau1,shao1,s,aau,1,sh,ao,1
坝,baa3,ba4,b,aa,3,b,a,4
蚕,caam4,can2,c,aam,4,c,an,2
敷,fu1,fu1,f,u,1,f,u,1
澜,laan4,lan2,l,aan,4,l,an,2
杏,hang6,xing4,h,ang,6,x,ing,4
绥,seoi1,sui1,s,eoi,1,s,ui,1
冶,je5,ye3,j,e,5,y,e,3
庇,bei3,bi4,b,ei,3,b,i,4
挠,naau4,nao2,n,aau,4,n,ao,2
搂,lau2,lou3,l,au,2,l,ou,3
倏,suk1,shu1,s,uk,1,sh,u,1
聂,nip6,nie4,n,ip,6,n,ie,4
婉,jyun2,wan3,j,ün,2,w,an,3
噪,cou3,zao4,c,ou,3,z,ao,4
稼,gaa3,jia4,g,aa,3,j,ia,4
鳍,kei4,qi2,k,ei,4,q,i,2
菱,ling4,ling2,l,ing,4,l,ing,2
盏,zaan2,zhan3,z,aan,2,zh,an,3
匿,nik1,ni4,n,ik,1,n,i,4
吱,zi1,zhi1,z,i,1,zh,i,1
寝,cam2,qin3,c,am,2,q,in,3
揽,laam5,lan3,l,aam,5,l,an,3
髓,seoi5,sui3,s,eoi,5,s,ui,3
秉,bing2,bing3,b,ing,2,b,ing,3
哺,bou6,bu3,b,ou,6,b,u,3
矢,ci2,shi3,c,i,2,sh,i,3
啪,paak1,pa1,p,aak,1,p,a,1
帜,ci3,zhi4,c,i,3,zh,i,4
邵,siu6,shao4,s,iu,6,sh,ao,4
嗽,sau3,sou4,s,au,3,s,ou,4
挟,haap6,xie2,h,aap,6,x,ie,2
缸,gong1,gang1,g,ong,1,g,ang,1
揉,jau4,rou2,j,au,4,r,ou,2
腻,nei6,ni4,n,ei,6,n,i,4
驯,ceon4,xun2,c,eon,4,x,ün,2
缆,laam6,lan4,l,aam,6,l,an,4
晌,hoeng2,shang3,h,oeng,2,sh,ang,3
瘫,taan1,tan1,t,aan,1,t,an,1
贮,cyu2,zhu3,c,ü,2,zh,u,3
觅,mik6,mi4,m,ik,6,m,i,4
朦,mung4,meng2,m,ung,4,m,eng,2
僻,pik1,pi4,p,ik,1,p,i,4
隋,ceoi4,sui2,c,eoi,4,s,ui,2
蔓,maan4,man4,m,aan,4,m,an,4
咋,zaa3,zha4,z,aa,3,zh,a,4
嵌,ham3,qian4,h,am,3,q,iän,4
虔,kin4,qian2,k,in,4,q,iän,2
畔,bun6,pan4,b,un,6,p,an,4
琐,so2,suo3,s,o,2,s,uo,3
碟,dip6,die2,d,ip,6,d,ie,2
涩,gip3,se4,g,ip,3,s,e,4
胧,lung4,long2,l,ung,4,l,ong,2
嘟,dou1,du1,d,ou,1,d,u,1
蹦,baang6,beng4,b,aang,6,b,eng,4
冢,cung2,zhong3,c,ung,2,zh,ong,3
浏,lau4,liu2,l,au,4,l,iu,2
裔,jeoi6,yi4,j,eoi,6,y,i,4
襟,kam1,jin1,k,am,1,j,in,1
叨,dou1,tao1,d,ou,1,t,ao,1
诀,kyut3,jue2,k,üt,3,j,üe,2
旭,juk1,xu4,j,uk,1,x,ü,4
虾,haa1,xia1,h,aa,1,x,ia,1
簿,bou6,bu4,b,ou,6,b,u,4
啤,be1,pi2,b,e,1,p,i,2
擒,kam4,qin2,k,am,4,q,in,2
枣,zou2,zao3,z,ou,2,z,ao,3
嘎,gat3,ga1,g,at,3,g,a,1
苑,jyun2,yuan4,j,ün,2,y,üän,4
牟,mau4,mou2,m,au,4,m,ou,2
呕,au2,ou1, ,au,2, ,ou,1
骆,lok6,luo4,l,ok,6,l,uo,4
凸,dat6,tu1,d,at,6,t,u,1
熄,sik1,xi2,s,ik,1,x,i,2
兀,ngat6,wu4,ng,at,6,w,u,4
喔,o1,o1, ,o,1, ,o,1
裳,soeng4,chang2,s,oeng,4,ch,ang,2
凹,waa1,ao1,w,aa,1, ,ao,1
赎,suk6,shu2,s,uk,6,sh,u,2
屯,tyun4,tun2,t,ün,4,t,un,2
膛,tong4,tang2,t,ong,4,t,ang,2
浇,hiu1,jiao1,h,iu,1,j,iao,1
灼,zoek3,zhuo2,z,oek,3,zh,uo,2
裘,kau4,qiu2,k,au,4,q,iu,2
砰,ping1,peng1,p,ing,1,p,eng,1
棘,gik1,ji2,g,ik,1,j,i,2
橡,zoeng6,xiang4,z,oeng,6,x,iang,4
碱,gaan2,jian3,g,aan,2,j,iän,3
聋,lung4,long2,l,ung,4,l,ong,2
姥,lou5,mu3,l,ou,5,m,u,3
瑜,jyu4,yu2,j,ü,4,y,ü,2
毋,mou4,wu2,m,ou,4,w,u,2
娅,aa3,ya4, ,aa,3,y,a,4
沮,zeoi2,ju1,z,eoi,2,j,ü,1
萌,mang4,meng2,m,ang,4,m,eng,2
俏,ciu3,qiao4,c,iu,3,q,iao,4
黯,am2,an4, ,am,2, ,an,4
撇,pit3,pie1,p,it,3,p,ie,1
粟,suk1,su4,s,uk,1,s,u,4
粪,fan3,fen4,f,an,3,f,en,4
尹,wan5,yin3,w,an,5,y,in,3
苟,gau2,gou3,g,au,2,g,ou,3
癫,din1,dian1,d,in,1,d,ian,1
蚂,maa5,ma3,m,aa,5,m,a,3
禹,jyu5,yu3,j,ü,5,y,ü,3
廖,liu6,liao4,l,iu,6,l,iao,4
俭,gim6,jian3,g,im,6,j,iän,3
帖,tip3,tie1,t,ip,3,t,ie,1
煎,zin1,jian1,z,in,1,j,iän,1
缕,leoi5,lv3,l,eoi,5,l,ü,3
窦,dau6,dou4,d,au,6,d,ou,4
簇,cuk1,cu4,c,uk,1,c,u,4
棱,ling4,leng2,l,ing,4,l,eng,2
叩,kau3,kou4,k,au,3,k,ou,4
呐,naap6,ne4,n,aap,6,n,e,4
瑶,jiu4,yao2,j,iu,4,y,ao,2
墅,seoi5,shu4,s,eoi,5,sh,u,4
莺,ang1,ying1, ,ang,1,y,ing,1
烫,tong3,tang4,t,ong,3,t,ang,4
蛙,waa1,wa1,w,aa,1,w,a,1
歹,daai2,dai3,d,aai,2,d,ai,3
伶,ling4,ling2,l,ing,4,l,ing,2
葱,cung1,cong1,c,ung,1,c,ong,1
哮,haau1,xiao1,h,aau,1,x,iao,1
